ean,produto,codshopfarma,preco_shopfarma,link_preco_popular,cod_preco_popular,preco_preco_popular,link_raia,cod_raia,preco_raia,link_paguemenos,cod_paguemenos,preco_paguemenos,link_saojoao,cod_saojoao,preco_saojoao
7896261007390,   ESTRADOT 25MCG 8ADES,107735,112.5,,,,,,,,,,https://www.saojoaofarmacias.com.br/estradot-25mcg-8sist-sandoz/p,,112.71
7896658029318,   ETIRA 500MG 30CP REV,26559,90.77,https://www.precopopular.com.br/etira-c-30-cpr-rev-500mg/p,735254,82.63,,,,,,,https://www.saojoaofarmacias.com.br/10003637/p,,92.58
7892828001337,"   ETNA 1MG+2,5MG+1,5MG 20CAP",17945,55.7,https://www.precopopular.com.br/etna-com-20-capsulas/p,712284,50.19,,,,https://www.paguemenos.com.br/etna-com-20-comprimidos/p,32098,51.15,https://www.saojoaofarmacias.com.br/10097753/p,,46.39
7896676437119,   ETOD 400MG 10CP REV,132622,14.5,https://www.precopopular.com.br/etod-com-10-comprimidos-revestidos-400mg/p,741294,17.62,,,,,,,,,
7896637022583,   ETOXIN 50MG/ML XPE 120ML,133474,65.0,https://www.precopopular.com.br/etoxin-50mg-xarope-120ml/p,708505,58.64,,,,,,,,,
7896006215936,   EUDOK 10MG 30CP REV,135941,71.16,,,,,,,,,,https://www.saojoaofarmacias.com.br/100017338/p,,59.79
7896006215943,   EUDOK 15MG 30CP REV,16366,80.0,,,,,,,,,,https://www.saojoaofarmacias.com.br/100017339/p,,63.89
7896241200049,   EUDOK 20MG 30CP REV,114081,109.6,,,,,,,,,,,,
7894916505215,   EUPROSTATIN 2MG 30CP,6742,42.07,https://www.precopopular.com.br/euprostatin-2mg-com-30-comprimidos/p,705953,34.21,,,,https://www.paguemenos.com.br/euprostatin-2mg-com-30-comprimidos/p,28697,36.35,https://www.saojoaofarmacias.com.br/euprostatin-2mg-30-comprimidos-sigma-pharma/p,,34.79
7891721014239,   EUTHYROX 100MCG 50CP,5589,44.0,https://www.precopopular.com.br/euthyrox-100mcg-com-50-comprimidos/p,651348,35.81,,,,,,,https://www.saojoaofarmacias.com.br/euthyrox-100mcg-50cp-merck/p,,37.29
7891721014987,   EUTHYROX 112MCG 50CP,11969,49.0,https://www.precopopular.com.br/euthyrox-112mcg-com-50-comprimidos/p,711233,40.36,,,,https://www.paguemenos.com.br/euthyrox-112mcg-com-50-comprimidos/p,33258,39.75,https://www.saojoaofarmacias.com.br/euthyrox-112mcg-50cp-merck/p,,41.79
7891721014086,   EUTHYROX 125MCG 50CP,2285,49.0,https://www.precopopular.com.br/euthyrox-125mcg-com-50-comprimidos/p,682187,40.02,,,,,,,https://www.saojoaofarmacias.com.br/euthyrox-125mcg-50cp-merck/p,,41.79
7891721015007,   EUTHYROX 137MCG 50CP,17933,52.0,https://www.precopopular.com.br/euthyrox-137mcg-com-50-comprimidos/p,713752,42.58,,,,https://www.paguemenos.com.br/euthirox-137mcg-com-50-comprimidos/p,35412,41.65,https://www.saojoaofarmacias.com.br/euthyrox-137mcg-50cp-merck/p,,43.89
7891721014130,   EUTHYROX 150MCG 50CP,5805,52.8,https://www.precopopular.com.br/euthyrox-150mcg-com-50-comprimidos/p,674809,42.94,,,,,,,https://www.saojoaofarmacias.com.br/euthyrox-150mcg-50cp-merck/p,,44.59
7891721014642,   EUTHYROX 25MCG 50CP,5806,33.5,https://www.precopopular.com.br/euthyrox-25mcg-com-50-comprimidos/p,674786,27.39,,,,,,,https://www.saojoaofarmacias.com.br/euthyrox-25mcg-50cp-merck/p,,29.09
7891721014697,   EUTHYROX 50MCG 50CP,5584,38.5,https://www.precopopular.com.br/euthyrox-50mcg-com-50-comprimidos/p,651330,31.35,,,,,,,https://www.saojoaofarmacias.com.br/euthyrox-50mcg-50cp-merck/p,,33.09
7891721014741,   EUTHYROX 75MCG 50CP,4212,42.5,https://www.precopopular.com.br/euthyrox-75mcg-com-50-comprimidos/p,674794,34.65,,,,,,,https://www.saojoaofarmacias.com.br/euthyrox-75mcg-50cp-merck/p,,36.09
7891721014963,   EUTHYROX 88MCG 50CP,11970,38.9,https://www.precopopular.com.br/euthyrox-88mcg-com-50-capsulas/p,711234,31.68,,,,https://www.paguemenos.com.br/euthyrox-88mcg-com-50-comprimidos/p,33257,31.15,https://www.saojoaofarmacias.com.br/euthyrox-88mcg-50cp-merck/p,,33.59
7891045000987,"   EVANOR 0,25+0,05MG 21CP REV",484,9.0,,,,,,,,,,,,
7891045000895,"   EVANOR 0,25+0,05MG 63CP REV",12299,8.2,,,,,,,,,,,,
7896212420018,"   EVRA 6MG+0,60MG 3ADES TRANSD",105527,107.99,https://www.precopopular.com.br/evra-com-3-adesivos/p,697753,103.43,,,,https://www.paguemenos.com.br/evra-com-3-adesivos/p,19862,111.45,https://www.saojoaofarmacias.com.br/999697/p,,102.29
7896261013735,"   EXELON PATCH 4,6MG/24H 30ADES",133337,635.0,https://www.precopopular.com.br/exelon-patch-5-c-30-ades-4-6mg-dia/p,707640,595.14,,,,,,,,,
7896261015586,"   EXFORGE HCT 160MG+12,5MG+5MG28",121690,176.32,https://www.precopopular.com.br/exforge-hct-160-12-5-5mg-com-28-comprimidos/p,723468,160.89,,,,https://www.paguemenos.com.br/exforge-hct-160-12-5-5mg-com-28-comprimidos/p,41512,141.35,https://www.saojoaofarmacias.com.br/100004292/p,,135.39
7896261015616,   EXFORGE HCT 160MG+25MG+10MG 28,73266,207.52,https://www.precopopular.com.br/exforge-hct-160-25-10mg-com-28-comprimidos/p,723465,197.23,,,,,,,,,
7896261015593,   EXFORGE HCT 160MG+25MG+5MG 28C,122383,176.32,https://www.precopopular.com.br/exforge-hct-160-25-5mg-com-28-comprimidos/p,723467,145.66,,,,https://www.paguemenos.com.br/exforge-hct-160-25-5mg-com-28-comprimidos/p,41514,143.55,,,
7896261015623,   EXFORGE HCT 320MG+25MG+10MG 28,17929,207.52,https://www.precopopular.com.br/exforge-hct-320-25-10mg-com-28-comprimidos/p,723466,186.03,,,,https://www.paguemenos.com.br/exforge-hct-320-25-10-mg-com-28-comprimidos/p,41513,164.95,https://www.saojoaofarmacias.com.br/100004293/p,,159.69
7898040325374,   EXIMIA FIRM AGE COM 30SAC 10G,136135,169.9,https://www.precopopular.com.br/eximia-firmalize-age-complex-com-30-saches/p,730185,172.0,,,,https://www.paguemenos.com.br/eximia-firmalize-age-complex-com-30-saches/p,48202,139.99,https://www.saojoaofarmacias.com.br/eximia-firmalize-age-complex/p,,166.99
7898040329082,   EXIMIA FIRM AOX 30SAC 13G,139761,155.9,https://www.precopopular.com.br/eximia-firmalize-com-30x13gr-saches-aox/p,740403,143.9,,,,https://www.paguemenos.com.br/eximia-firmalize-aox-com-30-saches-de-13g-cada/p,60425,129.99,https://www.saojoaofarmacias.com.br/10027325/p,,171.99
7898040322786,   EXIMIA FORT 30CP,130587,142.5,https://www.precopopular.com.br/eximia-fortalize-com-30-comprimidos/p,717481,159.0,,,,https://www.paguemenos.com.br/eximia-fortalize-com-30-comprimidos/p,35944,124.99,https://www.saojoaofarmacias.com.br/eximia-fortalize-30cp-fqm/p,,131.99
7898040325466,   EXIMIA FORT KERA D 30CP,124366,140.0,https://www.precopopular.com.br/eximia-fortalize-kera-d-com-30-comprimidos/p,731893,145.9,,,,https://www.paguemenos.com.br/eximia-fortalize-kera-d-com-30-comprimidos/p,49740,108.99,https://www.saojoaofarmacias.com.br/eximia-fortalize-kera-d-30cp-fqm/p,,141.99
7898040326357,   EXIMIA PROBIAC 30CP+30CP,18948,94.6,https://www.precopopular.com.br/eximia-probiac-com-30-30-comprimidos/p,735255,99.78,,,,https://www.paguemenos.com.br/eximia-probiac-com-30-comprimidos-de-vitamias-e-minerais-mais-30-comprimidos-de-l-acidophilus-ncfm-b-lactis-hn019/p,53168,81.99,https://www.saojoaofarmacias.com.br/eximia-probiac-60cp-fqm/p,,95.99
7896658010170,   EXODUS 10MG 30CP REV,119697,84.0,https://www.precopopular.com.br/exodus-com-30-comprimidos-10mg/p,711474,70.75,,,,,,,https://www.saojoaofarmacias.com.br/10097762/p,,77.96
7896658010187,   EXODUS 10MG 60CP REV,133031,97.0,https://www.precopopular.com.br/exodus-10mg-com-60-comprimidos/p,712304,102.2,,,,,,,https://www.saojoaofarmacias.com.br/10098636/p,,112.39
7896658020575,   EXODUS 15MG 30CP REV,133032,106.0,https://www.precopopular.com.br/exodus-com-30-comprimidos-15mg/p,721663,107.18,,,,,,,https://www.saojoaofarmacias.com.br/100000873/p,,96.39
7896658018084,   EXODUS 20MG 30CP REV,26951,146.0,https://www.precopopular.com.br/exodus-com-30-comprimidos-20mg/p,721664,139.77,,,,,,,https://www.saojoaofarmacias.com.br/100000923/p,,152.15
7896658018091,   EXODUS 20MG 60CP REV,132098,220.06,https://www.precopopular.com.br/exodus-com-60-comprimidos-revestidos-20mg/p,738136,211.23,,,,,,,,,
7896658018121,   EXODUS 20MG/ML GTS 15ML,15037,87.9,https://www.precopopular.com.br/exodus-20mg-15ml-gota/p,720268,82.09,,,,,,,https://www.saojoaofarmacias.com.br/10107539/p,,72.49
7893454102412,   EXTRATO HEPATICO 100ML DELTA,103546,12.97,,,,,,,,,,,,
7896004777221,   FACOBA 5MG+1MG/ML COL 5ML,135954,38.0,https://www.precopopular.com.br/facoba-5ml-solucao-oftalmica-5-1mg-ml/p,740842,36.5,,,,,,,https://www.saojoaofarmacias.com.br/facoba-sol-oft-5ml-legrand/p,,38.11
7891317466824,   FAGICO 4MG/ML GTS 20ML,133729,23.5,https://www.precopopular.com.br/fagico-4mg-ml-gotas-20ml/p,713454,22.71,,,,https://www.paguemenos.com.br/fagico-4mg-ml-solucao-oral-com-20ml/p,34679,26.85,https://www.saojoaofarmacias.com.br/10101279/p,,24.69
7896658000379,   FAMOX 20MG 10CP,4350,30.5,https://www.precopopular.com.br/famox-20mg-com-10-comprimidos/p,517544,24.82,,,,,,,https://www.saojoaofarmacias.com.br/famox-20mg-10-comprimidos-ache/p,,26.79
7896658000386,   FAMOX 20MG 30CP,4351,64.0,https://www.precopopular.com.br/famox-com-30-comprimidos-20mg/p,517502,61.92,,,,https://www.paguemenos.com.br/famox-20mg-comprimidos-com30/p,58546,61.55,,,
7896658000393,   FAMOX 40MG 10CP,4352,48.0,https://www.precopopular.com.br/famox-40mg-com-10-comprimidos/p,522191,41.35,,,,https://www.paguemenos.com.br/famox-40mg-com-10-comprimidos/p,8733,43.75,https://www.saojoaofarmacias.com.br/famox-40mg-10-comprimidos-ache/p,,43.79
7891268144086,   FELDENE 20MG 10CAP,492,39.19,https://www.precopopular.com.br/feldene-20mg-com-10-capsulas/p,90461,33.68,,,,,,,https://www.saojoaofarmacias.com.br/feldene-20mg-10cap-wyeth/p,,39.19
7891268144024,   FELDENE 20MG 15CAP,493,60.25,,,,,,,https://www.paguemenos.com.br/feldene-20mg-com-15-capsulas/p,1992,53.85,,,
7891268104028,   FELDENE SL 20MG 10CP DIS INST,84724,83.5,https://www.precopopular.com.br/feldene-sl-20mg-com-10-comprimidos-de-dissolucao-instantanea/p,622894,72.04,,,,https://www.paguemenos.com.br/feldene-sl-20mg-caixa-com-10-comprimidos/p,9008,69.15,https://www.saojoaofarmacias.com.br/feldene-sl-20mg-10cp-wyeth/p,,70.69
7891106914512,"   FEMIANE 0,075+0,02MG 21DRG",3634,44.99,https://www.precopopular.com.br/femiane-com-21-drageas/p,644228,45.56,,,,,,,https://www.saojoaofarmacias.com.br/femiane-3211/p,,54.88
7896658006401,   FEMINA 150MCG+20MCG 21CP REV,7536,32.99,https://www.precopopular.com.br/femina-com-21-comprimidos/p,645737,31.16,,,,https://www.paguemenos.com.br/femina-150mcgmais20mcg-com-21-comprimidos/p,28216,31.75,https://www.saojoaofarmacias.com.br/femina-3508/p,,34.49
7896658002212,   FEMINA 150MCG+20MCG 63CP REV,3395,69.99,https://www.precopopular.com.br/femina-com-63-comprimidos/p,718750,65.55,,,,https://www.paguemenos.com.br/femina-150mcgmais20mcg-com-63-comprimidos/p,38660,68.15,https://www.saojoaofarmacias.com.br/10106577/p,,85.68
7891317009502,   FEMINIS DHA+AC FOL 30CAP GEL,132436,118.0,,,,,,,,,,https://www.saojoaofarmacias.com.br/feminis-30cap-eurofarma-nova-formula/p,,110.79
7891317188924,   FEMINIS DHA+SEL 30CAP GEL,17950,112.45,https://www.precopopular.com.br/feminis-com-30-capsulas/p,732513,125.49,,,,,,,,,
7896658015069,   FEMME FOLICO 5MG 30CP REV,134262,29.99,https://www.precopopular.com.br/femme-folico-5mg-com-30-comprimidos/p,717804,28.43,,,,https://www.paguemenos.com.br/femme-folico-5mg-com-30-comprimidos/p,37834,27.05,https://www.saojoaofarmacias.com.br/femme-folico-5mg-30-comprimidos-revestidos-ache/p,,27.89
7896255766371,   FEMOSTON CONTI 1MG+5MG 28CP R,55823,71.99,https://www.precopopular.com.br/femoston-conti-com-28-comprimidos/p,699189,70.51,,,,https://www.paguemenos.com.br/femoston-conti-com-28-comprimidos-revestidos/p,23058,74.25,https://www.saojoaofarmacias.com.br/femoston-conti-28-comprimidos-revestidos-abbott/p,,69.79
7892953003244,"   FENAZIC 7,5MG 28CP REV L.P",64932,164.17,,,,,,,,,,https://www.saojoaofarmacias.com.br/100022516/p,,164.17
7897655402029,   FENDICAL 1MG 30CP REV,123488,35.5,,,,,,,,,,https://www.saojoaofarmacias.com.br/fendical-1mg-30cp-uci-farma/p,,36.75
7896070600249,   FENERGAN 20MG/G CR DERM 30G,318,22.5,https://www.precopopular.com.br/fenergan-creme-30g/p,11831,21.18,,,,https://www.paguemenos.com.br/fenergan-creme-30g/p,2190,18.85,https://www.saojoaofarmacias.com.br/fenergan-cr-30g-aventis/p,,20.89
7896070600447,   FENERGAN 25MG 20DRG,497,17.0,https://www.precopopular.com.br/fenergan-com-20-comprimidos/p,18273,15.42,,,,https://www.paguemenos.com.br/fenergan-25mg-com-20-comprimidos/p,2193,15.65,https://www.saojoaofarmacias.com.br/fenergan-25mg-20cp-aventis/p,,16.09
7896070600485,   FENERGAN 25MG/ML 25AMP 2ML,6427,78.5,,,,,,,,,,,,
7891058017439,   FENERGAN EXP XPE AD 100ML,103661,17.0,,,,,,,,,,,,
7891058017446,   FENERGAN EXP XPE PED 100ML,499,17.0,,,,,,,,,,https://www.saojoaofarmacias.com.br/fenergan-exp-ped-100ml-aventis/p,,21.74
7896658003981,"   FENTIZOL 0,02G/G CR DERM 20G",17953,38.75,https://www.precopopular.com.br/fentizol-creme-dermatologico-20g/p,712942,34.45,,,,https://www.paguemenos.com.br/fentizol-creme-dermatologico-com-20g/p,34376,36.25,https://www.saojoaofarmacias.com.br/fentizol-cr-20g-ache/p,,34.29
7896658005091,"   FENTIZOL 0,02G/G CR VAG 7APL",108102,42.5,https://www.precopopular.com.br/fentizol-creme-40g-2----7-aplicadores/p,686577,36.93,,,,https://www.paguemenos.com.br/fentizol-2porcento-creme-40g-mais-7-aplicadores/p,14720,39.15,https://www.saojoaofarmacias.com.br/fentizol-cr-vag-40g-ache/p,,38.29
7896658001390,   FENTIZOL 20MG/ML SOL SPR DERM,118339,60.89,https://www.precopopular.com.br/fentizol-derma-spray-30ml/p,711251,52.85,,,,https://www.paguemenos.com.br/fentizol-20mg-ml-spray-com-30ml/p,33490,55.45,https://www.saojoaofarmacias.com.br/fentizol-spray-30ml-ache/p,,52.09
7896658007309,   FENTIZOL 600MG 1OVULO VAG+APL,100512,80.9,https://www.precopopular.com.br/fentizol-600mg-com-1-ovulo/p,686578,70.25,,,,https://www.paguemenos.com.br/fentizol-ovulo-600mg/p,14723,74.25,https://www.saojoaofarmacias.com.br/10103738/p,,69.99
7896112401667,   FERRO 100MG 30CP MAST,18226,55.0,https://www.precopopular.com.br/ferro-100mg-com-30-comprimidos-mastigaveis/p,737097,35.88,,,,https://www.paguemenos.com.br/ferripolimaltose-100mg-com-30-comprimidos-biolab/p,55038,33.45,,,
7896112401674,   FERRO 50MG/ML GTS 30ML,17718,29.99,https://www.precopopular.com.br/ferro-50mg-ml-solucao-oral-30ml/p,737096,20.7,,,,https://www.paguemenos.com.br/ferripolimaltose-50mg-ml-gotas-30ml-generico-biolab/p,55037,21.95,,,
7891317003081,   FERROVITAM C/COL BRIG LIQ 60ML,18177,45.9,https://www.precopopular.com.br/ferrovitan-solucao-oral-sabor-brigadeiro-60ml/p,735486,55.98,,,,https://www.paguemenos.com.br/ferrovitan-com-colina-solucao-oral-com-60ml-sabor-brigadeiro/p,53495,51.55,https://www.saojoaofarmacias.com.br/ferrovitan-60ml-eurofarma/p,,62.79
7897705202425,   FIASP 100UI/ML 1CARP 3ML+SIS,138969,58.0,https://www.precopopular.com.br/insulina-fiasp-flextouch-com-1x3ml-100u-ml/p,737905,51.34,,,,https://www.paguemenos.com.br/insulina-fiasp-flextouch-100ui-3ml-com-1-sistema/p,55975,53.45,,,
7891000256794,   FIBER MAIS COLAGENO 10SAC 6G,16476,44.99,https://www.precopopular.com.br/fiber-mais-com-colageno-sabor-limao-10-saches-de-6g/p,735413,43.9,,,,https://www.paguemenos.com.br/regulador-intestinal-fibermais-colageno-mix-de-fibras-sabor-limao-60g/p,52954,42.99,https://www.saojoaofarmacias.com.br/fiber-mais-colageno-10saches-nestle/p,,43.99
7891000301067,   FIBER MAIS GELEIA 190G,18899,28.45,,,,,,,,,,https://www.saojoaofarmacias.com.br/fiber-mais-geleia-ameixa-190g-nestle/p,,31.99
7896001303119,   FIBER MAIS LATA 260G,6786,88.99,https://www.precopopular.com.br/fiber-mais-260g/p,707487,119.9,,,,https://www.paguemenos.com.br/regulador-intestinal-fibermais-260g/p,28316,108.55,https://www.saojoaofarmacias.com.br/fiber-mais-260g-nestle/p,,121.99
7891000127452,   FIBER MAIS LATA LAR 170G,134256,59.9,https://www.precopopular.com.br/fiber-mais-170gr-lata-laranja/p,741899,59.99,,,,https://www.paguemenos.com.br/regulador-intestinal-fibermais-laranja-170g/p,60982,45.99,https://www.saojoaofarmacias.com.br/fiber-mais-laranja-170g-nestle/p,,62.99
7896001303126,   FIBER MAIS PO EFERV 10SAC 5G,6776,44.99,https://www.precopopular.com.br/fiber-mais-5g-com-10-envelopes/p,707488,42.99,,,,https://www.paguemenos.com.br/regulador-intestinal-fibermais-50g/p,28317,38.55,https://www.saojoaofarmacias.com.br/fiber-mais-10saches-nestle/p,,43.99
7896641812545,   FIBERNORM 10SACHES 5G,123926,48.0,https://www.precopopular.com.br/fibernorm-com-10-saches/p,731337,53.17,,,,https://www.paguemenos.com.br/fiber-norm-sache-com-10-unidades-sem-sabor-5g-cada/p,49281,52.95,https://www.saojoaofarmacias.com.br/fibernorm-10-saches-original-takeda/p,,48.26
7896641812552,   FIBERNORM PO 225G,18243,106.15,https://www.precopopular.com.br/fibernorm-225g/p,731336,126.62,,,,https://www.paguemenos.com.br/fiber-norm-po-sem-sabor-225g/p,49282,126.45,https://www.saojoaofarmacias.com.br/fibernorm-takeda--225g/p,,108.09
7896676408294,   FIBRINASE+CLOR POM DERM 10G,6787,36.0,https://www.precopopular.com.br/fibrinase-pomada-10gr/p,702216,29.18,,,,,,,https://www.saojoaofarmacias.com.br/fibrinase-pomada--supera-10g/p,,35.79
7896676408300,   FIBRINASE+CLOR POM DERM 30G,109211,88.0,https://www.precopopular.com.br/fibrinase-pomada-30r/p,702215,73.66,,,,,,,https://www.saojoaofarmacias.com.br/fibrinase-pom-30g-supera/p,,88.63
7896023788000,   FIBROTHIN 350MG 60CAP,11102,29.9,,,,,,,,,,,,
7896023700101,   FIGATIL 20DRG,1469,29.9,https://www.precopopular.com.br/figatil-com-20-drageas/p,91865,22.63,,,,,,,https://www.saojoaofarmacias.com.br/figatil-20cp-catarinense/p,,20.49
1789602375684,   FIGATIL FLAC 10ML,126582,2.5,,,,,,,,,,,,
7896023756801,   FIGATIL FLAC 10ML,106221,5.5,,,,,,,,,,,,
7896023700118,   FIGATIL LIQ 150ML,1856,43.99,https://www.precopopular.com.br/figatil-liquido-150ml/p,111738,28.34,,,,https://www.paguemenos.com.br/figatil-150ml/p,33188,32.35,https://www.saojoaofarmacias.com.br/figatil-150ml-catarinense/p,,24.19
7891317181604,   FILINAR 25MG/5ML XPE PED 120ML,107186,27.93,https://www.precopopular.com.br/filinar-pediatrico-xarope-120ml/p,698522,23.22,,,,https://www.paguemenos.com.br/filinar-xarope-pediatrico-120ml/p,20463,24.75,https://www.saojoaofarmacias.com.br/filinar-5mg-pediatrico-120ml-supera/p,,25.69
7891317485153,   FILINAR 5MG/ML GEL ORAL 120ML,119498,18.8,https://www.precopopular.com.br/filinar-gel-120ml/p,724806,22.24,,,,https://www.paguemenos.com.br/filinar-g-5mg-120ml/p,42682,23.95,https://www.saojoaofarmacias.com.br/filinar-gel-120ml-supera/p,,24.79
7896094203075,   FINALOP 1MG 30CP REV,72950,75.0,https://www.precopopular.com.br/finalop-1mg-com-30-comprimidos/p,690106,64.32,,,,https://www.paguemenos.com.br/finalop-1mg-com-30-comprimidos/p,27881,60.95,https://www.saojoaofarmacias.com.br/finalop-1mg-30cp-libbs/p,,75.29
7898074618091,   FISIOGEN FERRO+VIT C 30CAP,113471,84.9,https://www.precopopular.com.br/fisiogen-ferro-com-30-capsulas/p,729281,92.59,,,,,,,https://www.saojoaofarmacias.com.br/fisiogen-ferro-30cap-zambon/p,,83.69
7896658015106,   FISIOTON 400MG 30CP REV,55830,98.99,https://www.precopopular.com.br/fisioton-400mg-com-30-comprimidos/p,715256,91.86,,,,https://www.paguemenos.com.br/fisioton-400mg-com-30-comprimidos/p,36290,82.75,https://www.saojoaofarmacias.com.br/fisioton-400mg-30-comprimidos-ache/p,,83.69
7896658015113,   FISIOTON 400MG 60CP REV,121540,170.0,https://www.precopopular.com.br/fisioton-400mg-com-60-comprimidos/p,715255,157.98,,,,,,,https://www.saojoaofarmacias.com.br/fisioton-400mg-60cp-ache/p,,137.69
7896637017176,   FITOSCAR 60MG/G POM DERM 20G,122858,85.05,https://www.precopopular.com.br/fitoscar-60mg-pomada-20g/p,712633,77.4,,,,https://www.paguemenos.com.br/fitoscar-60mg-pomada-20g/p,33989,72.95,https://www.saojoaofarmacias.com.br/10099467/p,,70.39
7891137006439,   FIXA DERME Q10+VIT C 45GOMAS,16605,84.9,https://www.precopopular.com.br/fixa-derme-q10-vit-c-com-15-saches-3-gomas-sem-acucar/p,737030,79.9,,,,https://www.paguemenos.com.br/colageno-fixa-derme-gomas-mastigaveis/p,55219,75.99,https://www.saojoaofarmacias.com.br/fixa-derme-q10-gomas-mastigaveis-15sache/p,,73.9
7894916512060,   FIXARE 30CP REV,89856,106.25,,,,,,,,,,https://www.saojoaofarmacias.com.br/fixare-30cp-sigma-pharma/p,,99.48
7894916514415,   FIXARE 30CP REV,89881,104.9,,,,,,,https://www.paguemenos.com.br/fixare-calcica-com-30-comprimidos/p,56395,104.4,,,
7894916514422,   FIXARE 60CP REV,131599,199.99,https://www.precopopular.com.br/fixare-com-60-comprimidos/p,729787,175.99,,,,https://www.paguemenos.com.br/fixare-calcica-com-60-comprimidos/p,56460,171.45,,,
789893106074,   FIXODENT ORIGINAL GRTS CREME D,105575,59.9,,,,,,,,,,,,
7896658033049,   FLAGASS 40MG 20CP,17948,28.15,https://www.precopopular.com.br/flagass-40mg-com-20-comprimidos/p,687935,26.82,,,,,,,https://www.saojoaofarmacias.com.br/flagass-40mg-20cp-ache/p,,28.15
7896658033094,   FLAGASS 75MG/ML GTS 10ML,101424,22.27,https://www.precopopular.com.br/flagass-75mg-gotas-10ml/p,687936,20.92,,,,https://www.paguemenos.com.br/flagass-75mg-gotas-10ml/p,15758,20.85,https://www.saojoaofarmacias.com.br/flagass-gotas-10ml-ache/p,,20.69
7896070600911,   FLAGYL 100MG/G GEL VAG 10APL,3912,59.5,https://www.precopopular.com.br/flagyl-ginecol-com-10-aplicadores-50g/p,685450,51.41,,,,,,,https://www.saojoaofarmacias.com.br/flagyl-gel-50g-10aplic-sanofi-aventis/p,,59.58
7896070600607,   FLAGYL 250MG 20CP,511,24.5,https://www.precopopular.com.br/flagyl-250mg-com-20-comprimidos/p,18833,21.37,,,,,,,https://www.saojoaofarmacias.com.br/flagyl-250mg-20cp-sanofi-aventis/p,,24.62
7896070600799,   FLAGYL 400MG 24CP,1468,33.75,https://www.precopopular.com.br/flagyl-400mg-com-24-comprimidos/p,18841,29.31,,,,,,,https://www.saojoaofarmacias.com.br/flagyl-400mg-24cp-sanofi-aventis/p,,33.76
7891106006491,   FLANAX 275MG 20CP REV,515,19.5,https://www.precopopular.com.br/flanax-275mg-com-20-comprimidos/p,692143,16.4,,,,,,,https://www.saojoaofarmacias.com.br/flanax-275mg-20cp-bayer/p,,16.99
7891106913683,   FLANAX 275MG 8CP REV,89912,12.0,https://www.precopopular.com.br/flanax-275mg-com-8-comprimidos/p,737386,10.32,,,,https://www.paguemenos.com.br/flanax-275mg-com-8-comprimidos/p,54899,9.45,,,
7891106006507,   FLANAX 550MG 10CP REV,516,26.0,https://www.precopopular.com.br/flanax-550mg-com-10-comprimidos/p,185981,23.12,,,,,,,https://www.saojoaofarmacias.com.br/flanax-550mg-10cp-bayer/p,,23.49
7891106913799,   FLANAX 550MG 15CP REV,21278,28.99,https://www.precopopular.com.br/flanax-com-15-comprimidos-revestidos-550mg/p,744251,27.77,,,,https://www.paguemenos.com.br/flanax-550mg-com-15-comprimidos/p,56184,29.05,https://www.saojoaofarmacias.com.br/flanax-550mg-15cp-bayer/p,,27.09
7891106912471,   FLANAX 550MG 2CP REV,13397,6.0,https://www.precopopular.com.br/flanax-550mg-com-2-comprimidos/p,722779,5.62,,,,https://www.paguemenos.com.br/flanax-550mg-envelope-com-2-comprimidos/p,40949,5.75,,,
7891106910989,   FLANAX XR 660MG 8CP REV L.P,138026,26.51,https://www.precopopular.com.br/flanax-xr-com-8-comprimidos-revestidos-de-liberacao-prolongada-660mg/p,743968,26.33,,,,https://www.paguemenos.com.br/flanax-xr-660mg-com-8-comprimidos/p,95147,29.05,,,
7896637023146,   FLANCOX 300MG 14CP REV,107744,27.8,https://www.precopopular.com.br/flancox-300mg-com-14-comprimidos/p,703077,23.11,,,,,,,https://www.saojoaofarmacias.com.br/flancox-300mg-14cp-rev-apsen/p,,27.81
7896637023139,   FLANCOX 300MG 30CP,107743,59.72,,,,,,,,,,https://www.saojoaofarmacias.com.br/flancox-300mg-30cp-rev-apsen/p,,59.72
7896637023344,   FLANCOX 400MG 10CP REV,107745,26.0,https://www.precopopular.com.br/flancox-400mg-com-10-comprimidos/p,703076,21.76,,,,https://www.paguemenos.com.br/flancox-400mg-com-10-comprimidos/p,26312,23.55,https://www.saojoaofarmacias.com.br/flancox-400mg-10cp-rev-apsen/p,,26.46
7896637022446,   FLANCOX 400MG 20CP REV,107746,53.0,https://www.precopopular.com.br/flancox-400mg-com-20-comprimidos/p,705311,45.16,,,,https://www.paguemenos.com.br/flancox-400mg-com-20-comprimidos-revestidos/p,41660,48.05,https://www.saojoaofarmacias.com.br/flancox-400mg-20cp-rev-apsen/p,,53.07
7896637023238,   FLANCOX 500MG 14CP REV,111595,46.0,https://www.precopopular.com.br/flancox-500mg-com-14-comprimidos/p,731142,39.0,,,,https://www.paguemenos.com.br/flancox-500mg-com-14-comprimidos/p,49367,43.55,https://www.saojoaofarmacias.com.br/flancox-500mg-14cp-rev-apsen/p,,46.42
7896637031943,   FLANCOX 600MG 14CP REV,138386,53.58,https://www.precopopular.com.br/flancox-com-14-comprimidos-revestidos-600mg/p,743251,50.69,,,,https://www.paguemenos.com.br/flancox-600mg-com-14-comprimidos/p,94998,51.45,,,
